"h [mm]","w [mm]","Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(1,2)) []","dB(S(2,2)) []"
0.1,0.2,19.2875,-10.0198322428561,-0.67365389883332,-0.67365389883332,-10.0197782569806
0.1,0.2,19.335,-10.0451737065819,-0.668424651378885,-0.668424651378885,-10.0451166177313
0.1,0.2,19.3825,-10.0704766955223,-0.663212010455196,-0.663212010455196,-10.0704165162951
0.1,0.2,19.43,-10.0957406939702,-0.658017585598512,-0.658017585598512,-10.0956774370665
0.1,0.2,19.4775,-10.1209652038571,-0.652843006622238,-0.652843006622238,-10.1208988820725
0.1,0.2,19.525,-10.1461497443316,-0.647689923640096,-0.647689923640096,-10.1460803705515
0.1,0.2,19.5725,-10.1712938513471,-0.642560007081673,-0.642560007081673,-10.1712214385409
0.1,0.2,19.62,-10.1963970772571,-0.637454947700113,-0.637454947700113,-10.1963216384731
0.1,0.2,19.6675,-10.2214589904208,-0.632376456571577,-0.632376456571577,-10.2213805387808
0.1,0.2,19.715,-10.2464791748158,-0.627326265086319,-0.627326265086319,-10.24639772351
0.1,0.2,19.7625,-10.2714572296599,-0.622306124931009,-0.622306124931009,-10.2713727919418
0.1,0.2,19.81,-10.2963927690403,-0.617317808061988,-0.617317808061988,-10.2963053582223
0.1,0.2,19.8575,-10.3212854215519,-0.612363106669303,-0.612363106669303,-10.3211950510004
0.1,0.2,19.905,-10.3461348299423,-0.607443833131035,-0.607443833131035,-10.3460415130732
0.1,0.2,19.9525,-10.3709406507657,-0.602561819957822,-0.602561819957822,-10.3708444010399
0.1,0.2,20,-10.395702554043,-0.597718919727113,-0.597718919727113,-10.3956033849628
0.2,0.2,1,-42.3887358157656,-0.0321284613458735,-0.0321284613458735,-42.3886397774632
0.2,0.2,1.0475,-42.0149294782748,-0.0324408512365738,-0.0324408512365738,-42.0148576316404
0.2,0.2,1.095,-41.6543655267731,-0.0327575506794012,-0.0327575506794012,-41.6543121344365
0.2,0.2,1.1425,-41.3063844703971,-0.0330778915452128,-0.0330778915452128,-41.306345022389
0.2,0.2,1.19,-40.9703247733552,-0.0334012644570171,-0.033401264457019,-40.9702957108362
0.2,0.2,1.2375,-40.6455400087883,-0.033727117848362,-0.0337271178483611,-40.6455185128982
0.2,0.2,1.285,-40.3314090148747,-0.0340549563603172,-0.0340549563603162,-40.3313928451325
0.2,0.2,1.3325,-40.0273414794047,-0.0343843387062502,-0.0343843387062483,-40.0273288496878
0.2,0.2,1.38,-39.7327805586151,-0.0347148751241821,-0.0347148751241811,-39.7327700416273
0.2,0.2,1.4275,-39.4472035949902,-0.0350462245254228,-0.0350462245254238,-39.4471940483591
0.2,0.2,1.475,-39.170121640572,-0.035378091435893,-0.035378091435893,-39.1701121494099
0.2,0.2,1.5225,-38.9010782543053,-0.0357102228140916,-0.0357102228140925,-38.901068086348
0.2,0.2,1.57,-38.6396478832024,-0.0360424048171837,-0.0360424048171847,-38.6396364535921
0.2,0.2,1.6175,-38.385434030902,-0.0363744595749447,-0.0363744595749447,-38.3854208743995
0.2,0.2,1.665,-38.1380673459843,-0.0367062420201317,-0.0367062420201298,-38.1380520949275
0.2,0.2,1.7125,-37.8972037146099,-0.0370376368139484,-0.0370376368139464,-37.8971860813392
0.2,0.2,1.76,-37.6625224099966,-0.0373685553961802,-0.0373685553961773,-37.6625021727671
0.2,0.2,1.8075,-37.4337243298072,-0.0376989331818111,-0.0376989331818111,-37.4337013214359
0.2,0.2,1.855,-37.2105303382684,-0.0380287269191592,-0.0380287269191563,-37.2105044369364
0.2,0.2,1.9025,-36.9926797204548,-0.0383579122187825,-0.0383579122187796,-36.9926508422151
0.2,0.2,1.95,-36.779928750087,-0.0386864812578399,-0.038686481257837,-36.779896842728
0.2,0.2,1.9975,-36.5720493683465,-0.0390144406605033,-0.0390144406605013,-36.5720144063388
0.2,0.2,2.045,-36.3688279688777,-0.0393418095521458,-0.0393418095521429,-36.3687899491891
0.2,0.2,2.0925,-36.1700642828265,-0.0396686177825029,-0.0396686177825,-36.1700232214372
0.2,0.2,2.14,-35.975570357125,-0.0399949043112864,-0.0399949043112854,-35.9755262861086
0.2,0.2,2.1875,-35.7851696190316,-0.0403207157483652,-0.0403207157483652,-35.7851225840977
0.2,0.2,2.235,-35.5986960200261,-0.0406461050398103,-0.0406461050398123,-35.5986460784374
0.2,0.2,2.2825,-35.4159932524173,-0.0409711302905466,-0.0409711302905476,-35.4159404712172
0.2,0.2,2.33,-35.2369140323934,-0.0412958537140737,-0.0412958537140737,-35.2368584868864
0.2,0.2,2.3775,-35.0613194436596,-0.0416203406997371,-0.0416203406997371,-35.061261216104
0.2,0.2,2.425,-34.8890783362533,-0.0419446589881518,-0.0419446589881509,-34.8890175147289
0.2,0.2,2.4725,-34.7200667755634,-0.0422688779456311,-0.0422688779456301,-34.7200034529864
0.2,0.2,2.52,-34.5541675370095,-0.0425930679289024,-0.0425930679289014,-34.5541018102716
0.2,0.2,2.5675,-34.391269642242,-0.0429172997317742,-0.0429172997317732,-34.3912016114543
0.2,0.2,2.615,-34.2312679330982,-0.0432416441059186,-0.0432416441059177,-34.231197700925
0.2,0.2,2.6625,-34.0740626799057,-0.0435661713484913,-0.0435661713484913,-34.0739903509744
0.2,0.2,2.71,-33.9195592210402,-0.0438909509497146,-0.0438909509497127,-33.9194849014177
0.2,0.2,2.7575,-33.7676676309403,-0.0442160512942071,-0.0442160512942071,-33.7675914276672
0.2,0.2,2.805,-33.6183024140508,-0.0445415394102223,-0.0445415394102223,-33.6182244347249
0.2,0.2,2.8525,-33.4713822224024,-0.0448674807615195,-0.0448674807615185,-33.4713025748071
0.2,0.2,2.9,-33.3268295947599,-0.0451939390770357,-0.0451939390770348,-33.3267483865308
0.2,0.2,2.9475,-33.1845707154632,-0.0455209762139823,-0.0455209762139813,-33.1844880537904
0.2,0.2,2.995,-33.0445351912684,-0.0458486520503409,-0.045848652050339,-33.0444511826284
0.2,0.2,3.0425,-32.9066558446501,-0.0461770244032141,-0.0461770244032141,-32.9065705945669
0.2,0.2,3.09,-32.7708685221771,-0.0465061489697959,-0.0465061489697949,-32.7707821350073
0.2,0.2,3.1375,-32.6371119166977,-0.0468360792879828,-0.0468360792879818,-32.6370244954392
0.2,0.2,3.185,-32.5053274021925,-0.0471668667141412,-0.0471668667141393,-32.5052390483131
0.2,0.2,3.2325,-32.3754588802527,-0.0474985604155805,-0.0474985604155805,-32.3753696935388
0.2,0.2,3.28,-32.2474526372438,-0.0478312073757531,-0.0478312073757502,-32.2473627156652
0.2,0.2,3.3275,-32.1212572112914,-0.0481648524102633,-0.0481648524102623,-32.1211666508832
0.2,0.2,3.375,-31.9968232683119,-0.0484995381921078,-0.0484995381921078,-31.9967321630701
0.2,0.2,3.4225,-31.8741034863725,-0.0488353052846264,-0.0488353052846264,-31.8740119281638
0.2,0.2,3.47,-31.7530524477338,-0.0491721921809495,-0.0491721921809495,-31.7529605262177
0.2,0.2,3.5175,-31.6336265379814,-0.0495102353487631,-0.049510235348765,-31.6335343405439
0.2,0.2,3.565,-31.5157838517049,-0.0498494692794142,-0.0498494692794122,-31.5156914634029
0.2,0.2,3.6125,-31.3994841042316,-0.0501899265404597,-0.0501899265404617,-31.399391607747
0.2,0.2,3.66,-31.2846885489597,-0.0505316378309673,-0.0505316378309692,-31.2845960245631
0.2,0.2,3.7075,-31.1713598998784,-0.0508746320387802,-0.0508746320387821,-31.171267425401
0.2,0.2,3.755,-31.0594622588945,-0.0512189362992868,-0.0512189362992887,-31.0593699097076
0.2,0.2,3.8025,-30.9489610476161,-0.0515645760551099,-0.0515645760551119,-30.9488688966184
0.2,0.2,3.85,-30.8398229432756,-0.0519115751163222,-0.0519115751163222,-30.8397310608866
0.2,0.2,3.8975,-30.7320158184949,-0.0522599557207916,-0.0522599557207926,-30.7319242726549
0.2,0.2,3.945,-30.6255086846258,-0.0526097385943593,-0.0526097385943593,-30.6254175408011
0.2,0.2,3.9925,-30.5202716384138,-0.0529609430105465,-0.0529609430105474,-30.5201809596077
0.2,0.2,4.04,-30.4162758117584,-0.0533135868495941,-0.0533135868495941,-30.4161856585264
0.2,0.2,4.0875,-30.3134933243575,-0.0536676866566055,-0.0536676866566074,-30.3134037548266
0.2,0.2,4.135,-30.2118972390401,-0.0540232576986659,-0.0540232576986688,-30.2118083089331
0.2,0.2,4.1825,-30.1114615196101,-0.0543803140207799,-0.0543803140207789,-30.1113732822725
0.2,0.2,4.23,-30.0121609910317,-0.0547388685005177,-0.0547388685005197,-30.0120734974621
0.2,0.2,4.2775,-29.913971301805,-0.0550989329013186,-0.0550989329013215,-29.9138846006888
0.2,0.2,4.325,-29.8168688883886,-0.0554605179243282,-0.0554605179243291,-29.8167830261334
0.2,0.2,4.3725,-29.7208309415368,-0.0558236332587748,-0.0558236332587777,-29.7207459623113
0.2,0.2,4.42,-29.6258353744315,-0.0561882876308074,-0.0561882876308112,-29.6257513202053
0.2,0.2,4.4675,-29.5318607924927,-0.0565544888507874,-0.0565544888507912,-29.5317777030788
0.2,0.2,4.515,-29.4388864647651,-0.0569222438590316,-0.0569222438590335,-29.4388043778635
0.2,0.2,4.5625,-29.3468922967819,-0.0572915587699729,-0.0572915587699758,-29.3468112480247
0.2,0.2,4.61,-29.2558588048153,-0.0576624389147783,-0.0576624389147813,-29.2557788278126
0.2,0.2,4.6575,-29.1657670914299,-0.0580348888824006,-0.0580348888824045,-29.1656882178173
0.2,0.2,4.705,-29.0765988222601,-0.0584089125591069,-0.0584089125591088,-29.0765210817463
0.2,0.2,4.7525,-28.9883362039392,-0.0587845131664777,-0.0587845131664807,-28.9882596243546
0.2,0.2,4.8,-28.9009619631109,-0.0591616932979371,-0.0591616932979419,-28.9008865704567
0.2,0.2,4.8475,-28.8144593264616,-0.0595404549538086,-0.0595404549538154,-28.8143851449586
0.2,0.2,4.895,-28.7288120017125,-0.0599207995749394,-0.0599207995749443,-28.7287390538512
0.2,0.2,4.9425,-28.6440041595182,-0.0603027280749254,-0.0603027280749293,-28.6439324661074
0.2,0.2,4.99,-28.5600204162181,-0.0606862408709849,-0.0606862408709888,-28.5599499964352
0.2,0.2,5.0375,-28.4768458173949,-0.061071337913485,-0.0610713379134889,-28.4767766888347
0.2,0.2,5.085,-28.3944658221931,-0.061458018714196,-0.0614580187141989,-28.3943980009167
0.2,0.2,5.1325,-28.3128662883562,-0.0618462823732689,-0.0618462823732728,-28.3127997889399
0.2,0.2,5.18,-28.2320334579435,-0.0622361276050182,-0.0622361276050211,-28.231968293527
0.2,0.2,5.2275,-28.151953943689,-0.0626275527625083,-0.0626275527625122,-28.1518901260231
0.2,0.2,5.275,-28.0726147159679,-0.0630205558610021,-0.063020555861005,-28.072552255462
0.2,0.2,5.3225,-27.9940030903387,-0.0634151346003137,-0.0634151346003195,-27.993941996107
0.2,0.2,5.37,-27.9161067156299,-0.0638112863860797,-0.0638112863860845,-27.9160469955376
0.2,0.2,5.4175,-27.8389135625425,-0.0642090083499994,-0.0642090083500043,-27.8388552232511
0.2,0.2,5.465,-27.7624119127428,-0.064608297369096,-0.0646082973691018,-27.7623549597546
0.2,0.2,5.5125,-27.6865903484186,-0.0650091500840075,-0.0650091500840124,-27.6865347861204
0.2,0.2,5.56,-27.6114377422761,-0.0654115629163376,-0.0654115629163425,-27.6113835739823
0.2,0.2,5.6075,-27.5369432479551,-0.0658155320851414,-0.0658155320851472,-27.5368904759496
0.2,0.2,5.655,-27.4630962908412,-0.0662210536225406,-0.0662210536225465,-27.4630449164188
0.2,0.2,5.7025,-27.3898865592553,-0.066628123388501,-0.0666281233885059,-27.3898365827621
0.2,0.2,5.75,-27.3173039960022,-0.0670367370848387,-0.0670367370848445,-27.3172554168753
0.2,0.2,5.7975,-27.2453387902599,-0.0674468902684379,-0.0674468902684437,-27.2452916070659
0.2,0.2,5.845,-27.1739813697946,-0.0678585783637546,-0.0678585783637605,-27.1739355802673
0.2,0.2,5.8925,-27.1032223934834,-0.068271796674605,-0.0682717966746109,-27.1031779945607
0.2,0.2,5.94,-27.0330527441324,-0.0686865403952659,-0.0686865403952727,-27.0330097319923
0.2,0.2,5.9875,-26.9634635215748,-0.0691028046209505,-0.0691028046209553,-26.9634218916702
0.2,0.2,6.035,-26.8944460360365,-0.0695205843576327,-0.0695205843576376,-26.8944057831295
0.2,0.2,6.0825,-26.825991801756,-0.0699398745312878,-0.0699398745312937,-26.825952919951
0.2,0.2,6.13,-26.7580925308481,-0.0703606699965597,-0.0703606699965655,-26.7580550136244
0.2,0.2,6.1775,-26.6907401273993,-0.0707829655448635,-0.0707829655448713,-26.690703967642
0.2,0.2,6.225,-26.6239266817844,-0.0712067559119754,-0.0712067559119793,-26.6238918718153
0.2,0.2,6.2725,-26.5576444651951,-0.0716320357851064,-0.0716320357851151,-26.5576109968021
0.2,0.2,6.32,-26.49188592437,-0.0720587998095033,-0.0720587998095101,-26.4918537888361
0.2,0.2,6.3675,-26.4266436765183,-0.0724870425945689,-0.0724870425945747,-26.4266128646494
0.2,0.2,6.415,-26.3619105044281,-0.0729167587195593,-0.0729167587195661,-26.3618810065802
0.2,0.2,6.4625,-26.2976793517508,-0.07334794273883,-0.0733479427388387,-26.2976511578558
0.2,0.2,6.51,-26.2339433184545,-0.0737805891867127,-0.0737805891867195,-26.2339164180463
0.2,0.2,6.5575,-26.1706956564401,-0.0742146925819586,-0.0742146925819674,-26.1706700386785
0.2,0.2,6.605,-26.1079297653106,-0.0746502474318567,-0.0746502474318635,-26.1079054190058
0.2,0.2,6.6525,-26.0456391882901,-0.075087248235958,-0.0750872482359658,-26.0456161019251
0.2,0.2,6.7,-25.9838176082837,-0.0755256894894879,-0.0755256894894966,-25.9837957700372
0.2,0.2,6.7475,-25.9224588440748,-0.0759655656864275,-0.0759655656864314,-25.9224382418423
0.2,0.2,6.795,-25.8615568466517,-0.0764068713222669,-0.0764068713222737,-25.8615374680663
0.2,0.2,6.8425,-25.80110569566,-0.0768496008965103,-0.07684960089652,-25.8010875281128
0.2,0.2,6.89,-25.7410995959752,-0.0772937489148516,-0.0772937489148603,-25.7410826266345
0.2,0.2,6.9375,-25.6815328743899,-0.0777393098911088,-0.0777393098911176,-25.68151709022
0.2,0.2,6.985,-25.6223999764125,-0.0781862783488896,-0.0781862783488984,-25.6223853641915
0.2,0.2,7.0325,-25.5636954631713,-0.0786346488230414,-0.0786346488230511,-25.5636820095088
0.2,0.2,7.08,-25.505414008421,-0.0790844158608328,-0.0790844158608415,-25.5054016997747
0.2,0.2,7.1275,-25.4475503956469,-0.0795355740229436,-0.0795355740229504,-25.4475392183388
0.2,0.2,7.175,-25.3900995152641,-0.0799881178842275,-0.0799881178842362,-25.3900894554959
0.2,0.2,7.2225,-25.3330563619058,-0.0804420420342955,-0.0804420420343033,-25.3330474057741
0.2,0.2,7.27,-25.2764160318001,-0.0808973410778912,-0.0808973410778971,-25.2764081653107
0.2,0.2,7.3175,-25.2201737202297,-0.0813540096350963,-0.0813540096351051,-25.2201669293112
0.2,0.2,7.365,-25.1643247190724,-0.0818120423413745,-0.0818120423413823,-25.1643189895896
0.2,0.2,7.4125,-25.1088644144189,-0.0822714338474293,-0.082271433847439,-25.1088597321857
0.2,0.2,7.46,-25.0537882842656,-0.0827321788189449,-0.0827321788189517,-25.0537846350571
0.2,0.2,7.5075,-24.9990918962789,-0.0831942719361454,-0.0831942719361542,-24.9990892658432
0.2,0.2,7.555,-24.9447709056289,-0.0836577078932486,-0.0836577078932574,-24.9447692796982
0.2,0.2,7.6025,-24.8908210528894,-0.084122481397767,-0.0841224813977767,-24.890820417191
0.2,0.2,7.65,-24.8372381620027,-0.0845885871697101,-0.0845885871697179,-24.8372385022693
0.2,0.2,7.6975,-24.7840181383058,-0.0850560199406405,-0.0850560199406502,-24.7840194402853
0.2,0.2,7.745,-24.7311569666164,-0.0855247744526669,-0.0855247744526756,-24.7311592160812
0.2,0.2,7.7925,-24.6786507093761,-0.0859948454572789,-0.0859948454572876,-24.6786538921326
0.2,0.2,7.84,-24.6264955048501,-0.0864662277141407,-0.0864662277141476,-24.6264996067469
0.2,0.2,7.8875,-24.5746875653791,-0.0869389159897522,-0.086938915989761,-24.5746925723153
0.2,0.2,7.935,-24.5232231756833,-0.0874129050560543,-0.0874129050560612,-24.5232290736167
0.2,0.2,7.9825,-24.4720986912171,-0.0878881896889347,-0.0878881896889434,-24.4721054661713
0.2,0.2,8.03,-24.4213105365701,-0.0883647646666851,-0.0883647646666929,-24.4213181746418
0.2,0.2,8.0775,-24.3708552039164,-0.0888426247683535,-0.0888426247683622,-24.3708636912822
0.2,0.2,8.125,-24.3207292515074,-0.0893217647720618,-0.0893217647720705,-24.32073857443
0.2,0.2,8.1725,-24.2709293022083,-0.0898021794532573,-0.0898021794532651,-24.2709394470431
0.2,0.2,8.22,-24.2214520420767,-0.0902838635829054,-0.0902838635829122,-24.2214629952772
0.2,0.2,8.2675,-24.1722942189812,-0.0907668119256136,-0.0907668119256233,-24.1723059671047
0.2,0.2,8.315,-24.1234526412594,-0.0912510192377559,-0.0912510192377627,-24.1234651709721
0.2,0.2,8.3625,-24.0749241764133,-0.0917364802654915,-0.0917364802655002,-24.0749374744952
0.2,0.2,8.41,-24.0267057498411,-0.0922231897428038,-0.0922231897428125,-24.0267198031908
0.2,0.2,8.4575,-23.9787943436051,-0.0927111423894509,-0.0927111423894567,-23.9788091392439
0.2,0.2,8.505,-23.9311869952325,-0.0932003329089145,-0.0932003329089223,-23.9312025203088
0.2,0.2,8.5525,-23.88388079655,-0.0936907559863216,-0.0936907559863285,-23.883897038343
0.2,0.2,8.6,-23.8368728925502,-0.0941824062863083,-0.0941824062863161,-23.8368898384735
0.2,0.2,8.6475,-23.7901604802888,-0.0946752784508918,-0.0946752784508977,-23.7901781178938
0.2,0.2,8.695,-23.7437408078112,-0.0951693670973093,-0.0951693670973141,-23.7437591247904
0.2,0.2,8.7425,-23.6976111731091,-0.0956646668158226,-0.0956646668158284,-23.6976301572988
0.2,0.2,8.79,-23.651768923104,-0.0961611721675376,-0.0961611721675435,-23.6517885624869
0.2,0.2,8.8375,-23.6062114526581,-0.096658877682184,-0.0966588776821889,-23.6062317353662
0.2,0.2,8.885,-23.560936203612,-0.0971577778558943,-0.0971577778558982,-23.5609571179288
0.2,0.2,8.9325,-23.5159406638471,-0.0976578671489645,-0.0976578671489713,-23.5159621982093
0.2,0.2,8.98,-23.4712223663726,-0.0981591399836231,-0.0981591399836289,-23.4712445093728
0.2,0.2,9.0275,-23.4267788884373,-0.0986615907417812,-0.0986615907417851,-23.4268016288248
0.2,0.2,9.075,-23.3826078506627,-0.0991652137627794,-0.0991652137627882,-23.3826311773459
0.2,0.2,9.1225,-23.3387069162005,-0.099670003341146,-0.0996700033411518,-23.3387308182478
0.2,0.2,9.17,-23.29507378991,-0.100175953724327,-0.100175953724334,-23.2950982565512
0.2,0.2,9.2175,-23.2517062175578,-0.100683059110459,-0.100683059110463,-23.2517312381851
0.2,0.2,9.265,-23.208601985037,-0.101191313646096,-0.101191313646103,-23.2086275492061
0.2,0.2,9.3125,-23.1657589176066,-0.101700711423993,-0.101700711423997,-23.1657850150374
0.2,0.2,9.36,-23.1231748791497,-0.102211246480845,-0.102211246480847,-23.1232014997267
0.2,0.2,9.4075,-23.0808477714506,-0.102722912795058,-0.102722912795062,-23.0808749052238
0.2,0.2,9.455,-23.0387755334895,-0.103235704284551,-0.103235704284555,-23.0388031706742
0.2,0.2,9.5025,-22.9969561407545,-0.103749614804512,-0.103749614804518,-22.9969842717323
0.2,0.2,9.55,-22.9553876045716,-0.104264638145208,-0.104264638145213,-22.9554162198898
0.2,0.2,9.5975,-22.9140679714495,-0.104780768029798,-0.104780768029802,-22.9140970618215
0.2,0.2,9.645,-22.8729953224414,-0.10529799811214,-0.105297998112141,-22.8730248787463
0.2,0.2,9.6925,-22.8321677725218,-0.105816321974639,-0.105816321974643,-22.8321977858044
0.2,0.2,9.74,-22.7915834699785,-0.106335733126091,-0.106335733126092,-22.7916139314488
0.2,0.2,9.7875,-22.7512405958187,-0.106856224999534,-0.106856224999539,-22.7512714968516
0.2,0.2,9.835,-22.7111373631899,-0.107377790950155,-0.107377790950157,-22.7111686953242
0.2,0.2,9.8825,-22.6712720168133,-0.10790042425315,-0.107900424253153,-22.6713037717518
0.2,0.2,9.93,-22.631642832432,-0.108424118101664,-0.108424118101665,-22.6316750020401
0.2,0.2,9.9775,-22.5922481162707,-0.108948865604712,-0.108948865604713,-22.5922806925756
0.2,0.2,10.025,-22.5530862045084,-0.109474659785125,-0.109474659785128,-22.5531191796986
0.2,0.2,10.0725,-22.5141554627635,-0.11000149357753,-0.110001493577531,-22.5141888291875
0.2,0.2,10.12,-22.4754542855903,-0.110529359826313,-0.110529359826315,-22.4754880357555
0.2,0.2,10.1675,-22.436981095987,-0.111058251283662,-0.111058251283662,-22.4370152225586
0.2,0.2,10.215,-22.3987343449148,-0.111588160607557,-0.111588160607559,-22.3987688407144
0.2,0.2,10.2625,-22.3607125108276,-0.112119080359853,-0.112119080359852,-22.3607473688321
0.2,0.2,10.31,-22.3229140992127,-0.112651003004323,-0.112651003004323,-22.3229493125526
0.2,0.2,10.3575,-22.2853376421407,-0.113183920904769,-0.113183920904771,-22.2853732040991
0.2,0.2,10.405,-22.2479816978262,-0.113717826323129,-0.113717826323129,-22.2480176018369
0.2,0.2,10.4525,-22.2108448501974,-0.114252711417606,-0.114252711417606,-22.2108810898433
0.2,0.2,10.5,-22.1739257084753,-0.114788568240843,-0.114788568240843,-22.1739622774869
0.2,0.2,10.5475,-22.1372229067615,-0.115325388738086,-0.115325388738086,-22.1372597990153
0.2,0.2,10.595,-22.1007351036357,-0.115863164745413,-0.115863164745413,-22.1007723131521
0.2,0.2,10.6425,-22.0644609817602,-0.116401887987934,-0.116401887987933,-22.0644985027019
0.2,0.2,10.69,-22.0283992474941,-0.116941550078061,-0.116941550078061,-22.0284370741642
0.2,0.2,10.7375,-21.9925486305145,-0.117482142513792,-0.117482142513791,-21.9925867573546
0.2,0.2,10.785,-21.9569078834461,-0.118023656676978,-0.118023656676976,-21.9569463050341
0.2,0.2,10.8325,-21.9214757814976,-0.118566083831682,-0.118566083831681,-21.9215144925461
0.2,0.2,10.88,-21.8862511221064,-0.119109415122509,-0.119109415122508,-21.8862901174603
0.2,0.2,10.9275,-21.8512327245898,-0.119653641572982,-0.11965364157298,-21.8512719992243
0.2,0.2,10.975,-21.8164194298027,-0.120198754083936,-0.120198754083931,-21.8164589788213
0.2,0.2,11.0225,-21.7818100998032,-0.120744743431938,-0.120744743431933,-21.7818499184351
0.2,0.2,11.07,-21.7474036175234,-0.121291600267744,-0.121291600267743,-21.7474437011218
0.2,0.2,11.1175,-21.7131988864472,-0.121839315114762,-0.12183931511476,-21.7132392304867
0.2,0.2,11.165,-21.6791948302944,-0.122387878367542,-0.122387878367539,-21.6792354303689
0.2,0.2,11.2125,-21.6453903927103,-0.122937280290306,-0.122937280290303,-21.6454312445306
0.2,0.2,11.26,-21.611784536961,-0.123487511015482,-0.12348751101548,-21.6118256363523
0.2,0.2,11.3075,-21.5783762456348,-0.124038560542292,-0.124038560542288,-21.5784175885346
0.2,0.2,11.355,-21.5451645203486,-0.124590418735331,-0.124590418735327,-21.5452061028042
0.2,0.2,11.4025,-21.5121483814598,-0.125143075323183,-0.125143075323179,-21.5121901996258
0.2,0.2,11.45,-21.4793268677833,-0.125696519897085,-0.125696519897081,-21.4793689179191
0.2,0.2,11.4975,-21.4466990363132,-0.126250741909579,-0.126250741909577,-21.4467413147808
0.2,0.2,11.545,-21.4142639619498,-0.126805730673219,-0.126805730673216,-21.4143064652108
0.2,0.2,11.5925,-21.3820207372306,-0.127361475359284,-0.12736147535928,-21.3820634618443
0.2,0.2,11.64,-21.3499684720667,-0.127917964996511,-0.127917964996507,-21.3500114146869
0.2,0.2,11.6875,-21.3181062934827,-0.128475188469896,-0.128475188469893,-21.3181494508557
0.2,0.2,11.735,-21.2864333453614,-0.129033134519452,-0.129033134519448,-21.2864767143232
0.2,0.2,11.7825,-21.2549487881927,-0.129591791739048,-0.129591791739043,-21.2549923656663
0.2,0.2,11.83,-21.223651798826,-0.130151148575262,-0.130151148575257,-21.2236955818191
0.2,0.2,11.8775,-21.1925415702271,-0.130711193326213,-0.130711193326211,-21.1925855558291
0.2,0.2,11.925,-21.1616173112383,-0.131271914140501,-0.131271914140495,-21.161661496618
0.2,0.2,11.9725,-21.1308782463426,-0.131833299016082,-0.131833299016076,-21.1309226287454
0.2,0.2,12.02,-21.1003236154312,-0.132395335799242,-0.132395335799233,-21.1003681921763
0.2,0.2,12.0675,-21.0699526735743,-0.132958012183544,-0.132958012183538,-21.0699974420525
0.2,0.2,12.115,-21.0397646907957,-0.133521315708834,-0.133521315708829,-21.0398096484664
0.2,0.2,12.1625,-21.0097589518502,-0.13408523376025,-0.134085233760246,-21.0098040962386
0.2,0.2,12.21,-20.979934756004,-0.134649753567251,-0.134649753567248,-20.9799800846989
0.2,0.2,12.2575,-20.9502914168188,-0.135214862202713,-0.135214862202707,-20.9503369274695
0.2,0.2,12.305,-20.920828261938,-0.135780546581981,-0.135780546581975,-20.9208739522516
0.2,0.2,12.3525,-20.8915446328761,-0.136346793462006,-0.136346793462004,-20.8915905006153
0.2,0.2,12.4,-20.8624398848112,-0.13691358944048,-0.136913589440476,-20.8624859277911
0.2,0.2,12.4475,-20.8335133863792,-0.137480920954995,-0.137480920954987,-20.8335596024649
0.2,0.2,12.495,-20.8047645194718,-0.138048774282217,-0.13804877428221,-20.8048109065755
0.2,0.2,12.5425,-20.7761926790359,-0.138617135537117,-0.138617135537112,-20.7762392351145
0.2,0.2,12.59,-20.7477972728758,-0.139185990672193,-0.139185990672188,-20.7478439959282
0.2,0.2,12.6375,-20.7195777214582,-0.139755325476731,-0.139755325476723,-20.7196246095221
0.2,0.2,12.685,-20.6915334577183,-0.140325125576077,-0.140325125576071,-20.6915805088685
0.2,0.2,12.7325,-20.6636639268696,-0.140895376430964,-0.140895376430957,-20.6637111392143
0.2,0.2,12.78,-20.6359685862142,-0.141466063336818,-0.14146606333681,-20.6360159578931
0.2,0.2,12.8275,-20.6084469049562,-0.14203717142312,-0.142037171423114,-20.6084944341376
0.2,0.2,12.875,-20.5810983640171,-0.142608685652798,-0.142608685652794,-20.5811460488951
0.2,0.2,12.9225,-20.553922455852,-0.143180590821604,-0.143180590821595,-20.5539702946442
0.2,0.2,12.97,-20.526918684269,-0.143752871557535,-0.143752871557527,-20.5269666752136
0.2,0.2,13.0175,-20.5000865642494,-0.144325512320313,-0.144325512320307,-20.5001347056028
0.2,0.2,13.065,-20.4734256217702,-0.144898497400827,-0.144898497400821,-20.4734739118043
0.2,0.2,13.1125,-20.4469353936276,-0.145471810920636,-0.145471810920628,-20.4469838306272
0.2,0.2,13.16,-20.4206154272628,-0.146045436831484,-0.146045436831481,-20.4206640095233
0.2,0.2,13.2075,-20.394465280589,-0.146619358914855,-0.14661935891485,-20.3945140064133
0.2,0.2,13.255,-20.3684845218197,-0.147193560781509,-0.147193560781501,-20.3685333895163
0.2,0.2,13.3025,-20.3426727292987,-0.147768025871103,-0.147768025871098,-20.3427217371787
0.2,0.2,13.35,-20.3170294913313,-0.148342737451777,-0.148342737451773,-20.3170786377063
0.2,0.2,13.3975,-20.2915544060171,-0.148917678619803,-0.148917678619799,-20.2916036891964
0.2,0.2,13.445,-20.2662470810838,-0.149492832299233,-0.149492832299229,-20.2662964993721
0.2,0.2,13.4925,-20.2411071337223,-0.150068181241587,-0.150068181241581,-20.2411566854172
0.2,0.2,13.54,-20.2161341904231,-0.150643708025548,-0.150643708025544,-20.2161838738127
